year,temperature,precipitation,date,band,species,Beak length,Beak depth
1975,26.48060138532288,1277.8532642594923,1/13/1975 14:52,513,fortis,11.2,10.4
1975,26.305276360899448,1572.8249921410393,8/1/1975 3:24,514,fortis,9.8,8.5
1975,25.025567283212304,580.4297278542576,12/29/1975 8:08,515,fortis,9.8,7.9
1975,23.827064333124266,1168.8907710071712,11/8/1975 11:21,516,fortis,9.8,7.9
1975,17.92314628974793,804.8072293,7/9/1975 19:20,517,fortis,10.3,10.1
1975,22.896773386173205,853.8623848705912,1/24/1975 3:58,518,fortis,11.3,9.8
1975,23.286427417366152,822.2818227283392,10/30/1975 14:52,519,fortis,10,8.3
1975,20.988613653891903,740.8027690960553,8/7/1975 0:40,520,fortis,11.1,9.4
1975,24.193571441669953,1014.5564883834481,2/11/1975 20:03,521,fortis,10,9
1975,27.020254284072692,750.7149650766887,2/4/1975 3:56,522,fortis,10.3,8.4
1975,34.43092950605265,1081.1370477339517,11/28/1975 2:29,524,fortis,10.2,8.7
1975,25.872889064159196,984.9285671652589,9/1/1975 14:08,526,fortis,10.4,9.2
1975,26.28775195361382,928.3155859400771,10/29/1975 20:38,527,fortis,11,9.5
1975,24.627770421169163,727.7309013875206,11/16/1975 22:45,528,fortis,11.5,10.1
1975,15.406143923504793,826.9686008295002,7/28/1975 3:00,529,fortis,11.8,9.8
1975,24.867430622753915,1226.6173677477268,7/8/1975 8:24,560,fortis,10.2,8.5
1975,25.301151049705133,1150.2751562873143,6/6/1975 16:12,561,fortis,11.7,10.2
1975,37.316210562426434,706.7334265604347,4/26/1975 8:50,563,fortis,10.1,8.6
1975,24.038195176094387,1029.7996916287677,6/8/1975 4:37,564,fortis,10.2,9.3
1975,26.507736711668063,1225.4161370115366,10/9/1975 16:36,565,fortis,9.8,8.7
1975,24.826441151473784,499.17841566358845,8/8/1975 2:24,566,fortis,10.6,8.9
1975,19.15660981190234,1163.0080577139806,11/21/1975 21:05,567,fortis,10,8.4
1975,30.714114072575104,801.2128723,6/11/1975 9:22,572,fortis,12.1,10.3
1975,28.759665163433873,1171.179600577948,8/9/1975 23:32,574,fortis,11.1,9.9
1975,28.955159735215233,771.0222530372449,8/18/1975 19:06,576,fortis,10.5,8.9
1975,20.453062726026303,458.5353698006443,8/4/1975 9:03,578,fortis,10,9.1
1975,32.013971554680495,511.7372686350512,9/13/1975 18:12,579,fortis,10.2,8.6
1975,17.990744686038596,1014.4254839984146,3/28/1975 10:13,601,fortis,9.7,7.8
1975,27.934285469001352,1077.9167505164446,7/6/1975 12:00,602,fortis,10,8.6
1975,35.952278129049894,728.7050124686774,2/7/1975 22:30,603,fortis,10.7,9.5
1975,20.04731837434656,1191.577737633212,5/20/1975 23:05,604,fortis,11,9.5
1975,22.16851135198614,501.5439813,6/27/1975 12:15,605,fortis,10.9,10.2
1975,25.498256825438204,980.1760604058051,8/26/1975 9:49,606,fortis,10.5,9.1
1975,22.482621729419005,636.6951401,12/12/1975 23:50,607,fortis,10.9,9.7
1975,17.246682844669337,804.4491676593523,8/7/1975 15:17,608,fortis,10.7,9.4
1975,25.342814874030136,1014.2196013949242,9/28/1975 16:02,609,fortis,11.9,10.5
1975,19.688481431369475,741.8759904148143,7/4/1975 6:44,610,fortis,10.2,9
1975,27.36796215317591,884.6333367310524,8/19/1975 19:31,611,fortis,10.5,9.8
1975,20.402878828830985,1301.8878427643322,1/26/1975 19:39,615,fortis,11.2,10
1975,32.74967203,826.9324391430554,4/3/1975 14:21,616,fortis,10.7,9.6
1975,21.083733538318814,1250.7076336195425,5/12/1975 17:08,617,fortis,10.3,9.6
1975,23.38969241897162,661.0879436027146,6/21/1975 23:42,618,fortis,11.6,9.9
1975,29.067586086848348,1158.941253374585,1/17/1975 14:47,619,fortis,10.5,9.3
1975,18.845678417830225,1432.470586,2/20/1975 23:15,620,fortis,10.9,9.6
1975,26.137299673020646,258.5066499618132,4/11/1975 18:14,621,fortis,9.8,7.6
1975,31.53571377141214,760.9314233588569,12/20/1975 15:18,622,fortis,10.9,9.2
1975,16.96258382719386,1173.121638154162,5/1/1975 14:38,623,fortis,10.3,8.8
1975,25.92316929266152,939.0863841871022,6/25/1975 11:06,624,fortis,11.7,10.1
1975,26.299413971242117,1111.3437620113928,3/13/1975 9:06,625,fortis,11,8.9
1975,28.90911435888655,818.8044439852538,8/11/1975 7:46,626,fortis,9.8,9.5
1975,18.81524644560959,1025.976936,4/13/1975 4:02,627,fortis,10.4,8.2
1975,18.397716934578618,953.2968293823761,3/17/1975 8:17,628,fortis,10.8,9.7
1975,27.60970782808449,1350.3346184979423,7/8/1975 0:46,629,fortis,11,9.8
1975,26.48492336616593,1076.3262529903639,1/3/1975 0:05,670,fortis,10.6,9.3
1975,26.252464251729382,1101.2807986225607,1/3/1975 18:57,671,fortis,11.3,9.8
1975,26.732241047484877,876.4369101632598,3/21/1975 17:47,672,fortis,10.1,8.8
1975,21.599876392107547,853.7181328,1/14/1975 8:47,673,fortis,11.4,10.1
1975,26.161268485805017,870.2325436541137,2/9/1975 7:42,674,fortis,11.8,10.5
1975,26.465362366493405,1118.335642713489,5/4/1975 8:17,675,fortis,9.9,8.6
1975,21.42824290986816,873.7046557539211,10/20/1975 3:23,676,fortis,11,9.7
1975,34.328872555723784,1086.932457068924,7/28/1975 5:25,677,fortis,10.8,10
1975,27.36916460455894,1622.6202395936316,7/6/1975 14:39,678,fortis,11.3,9.7
1975,19.043482513986756,1261.3374110295076,4/17/1975 19:55,679,fortis,11.1,10.5
1975,28.28276804316915,902.1929403496476,12/6/1975 3:48,680,fortis,11,10.4
1975,20.126591648863393,1360.3641766491835,5/25/1975 12:19,681,fortis,10.4,9.2
1975,28.93542301871226,877.5773880935346,2/1/1975 16:50,682,fortis,9.1,8.1
1975,30.79297789503702,388.56263944664386,8/13/1975 14:41,683,fortis,10.8,9.4
1975,20.89658840824145,697.5741067247789,2/11/1975 10:29,684,fortis,10.6,8.9
1975,29.81688064622161,438.76242369224326,5/6/1975 15:52,685,fortis,8.7,8.2
1975,27.06390463468249,894.5459547876073,7/4/1975 16:45,686,fortis,10.7,9.3
1975,29.11030079997245,1005.5255137568655,11/15/1975 5:12,687,fortis,10.3,8.6
1975,34.48396491326974,1502.9311936825848,6/29/1975 15:37,688,fortis,10.5,9
1975,23.773059419985646,1098.0782121292489,9/13/1975 14:55,689,fortis,9.1,7.6
1975,21.23131917821255,934.2698413573407,12/28/1975 9:14,701,fortis,9.5,8.7
1975,20.552427851872384,1248.8216743550468,2/17/1975 20:41,702,fortis,10.8,9.8
1975,20.920948575172808,336.6594072976345,4/11/1975 0:03,703,fortis,10.6,9.4
1975,24.614491452929478,1070.6843674325698,5/24/1975 15:00,704,fortis,9.9,9.9
1975,26.70575987408322,1231.259558,6/3/1975 13:05,705,fortis,11.5,10.1
1975,26.383453996650097,556.4241262660476,5/30/1975 14:40,706,fortis,11.2,9.8
1975,29.13591624518012,1343.1262129620786,11/27/1975 8:53,707,fortis,9.7,7.9
1975,25.065009459389536,1101.5489222483243,9/17/1975 21:47,708,fortis,12.2,10.8
1975,32.26767038578659,875.4136258297597,8/10/1975 6:39,709,fortis,9.2,7.9
1975,23.67671583381022,1189.8345598318854,4/23/1975 14:40,710,fortis,10.5,10
1975,38.600845832948096,1681.2078573413187,10/27/1975 20:37,711,fortis,10.5,8.4
1975,28.12833673882503,1054.5598765175484,12/14/1975 15:24,712,fortis,10.8,9.5
1975,20.714212217918586,1074.4661758901009,10/26/1975 21:59,713,fortis,10.7,8.8
1975,19.64553750969444,862.1917301379267,1/1/1975 13:40,714,fortis,11.8,10.4
1975,27.412362076215928,745.0466891605624,8/20/1975 15:36,715,fortis,9.1,8.1
1975,23.882686073370746,1249.1007449632737,1/19/1975 14:43,716,fortis,10.1,9.8
1975,28.57000247046046,743.1748522273399,4/4/1975 18:27,717,fortis,10,8.2
1975,27.366188122867726,1021.4698711658177,1/22/1975 16:00,719,fortis,11,9.5
1975,24.635855436715637,856.702766,8/8/1975 18:45,720,fortis,12.2,10.5
1975,20.766031409657977,1143.6939477239175,9/7/1975 22:02,721,fortis,11.4,9.7
1975,17.425763876570677,1100.0986315860846,2/11/1975 16:09,723,fortis,10.9,9.6
1975,22.767425239664895,1311.2619832773698,5/20/1975 17:12,725,fortis,10.6,9.6
1975,29.28199397161736,846.9950803435759,6/16/1975 1:40,726,fortis,9.3,7.9
1975,26.07046872065102,919.0375194119886,5/15/1975 8:02,780,fortis,10.9,10.1
1975,18.771306106440058,706.3708852653078,2/14/1975 1:16,781,fortis,10.6,9.3
1975,25.86590462925591,866.7120219771665,6/2/1975 11:55,785,fortis,11,10.3
1975,26.926586898644185,1113.1901479134556,10/1/1975 10:17,786,fortis,9,7.9
1975,20.580712818994336,1227.0965849936056,1/26/1975 20:19,787,fortis,11,9.1
1975,25.76862552972764,723.3504027467123,1/30/1975 4:27,788,fortis,10.4,8.9
1975,25.29104359,1260.881776031698,5/10/1975 3:16,789,fortis,10.4,8.3
1975,19.285148510846884,1406.6913576414854,12/9/1975 18:54,790,fortis,9.6,9.4
1975,26.788936801741418,1124.0304709671102,9/1/1975 8:39,801,fortis,10.6,9.5
1975,27.80392263184117,1563.0387437674199,9/5/1975 0:51,802,fortis,10.1,8.5
1975,30.415256215876383,767.8632403,5/12/1975 17:43,803,fortis,9.7,8.6
1975,30.269010260174515,626.6035890065749,8/5/1975 2:13,804,fortis,9.6,8.5
1975,18.111653160214544,466.3839253287164,1/4/1975 16:30,805,fortis,10.1,8.2
1975,20.310874800424386,1448.8132934467549,8/20/1975 12:56,807,fortis,9.9,7.9
1975,27.57517634,1196.3096969062174,11/29/1975 10:28,808,fortis,11,10
1975,27.568929754561044,983.3245987268634,8/11/1975 23:26,809,fortis,10.9,9.4
1975,27.575238431530238,1083.9905878959462,11/15/1975 0:37,810,fortis,9.7,8
1975,44.26365745327361,662.3532858,9/21/1975 12:37,811,fortis,10,8.6
1975,27.854452553465833,1733.725593885048,2/13/1975 21:11,812,fortis,10.4,9
1975,30.677828200902994,1038.7663545925682,11/25/1975 11:49,813,fortis,11.6,9.9
1975,29.770008817466014,1032.8184383814678,1/25/1975 4:27,814,fortis,9.6,8
1975,28.25695625652899,1217.7299871696075,7/14/1975 8:44,815,fortis,10.8,9.6
1975,23.42365377679827,1144.302769521014,2/21/1975 17:42,817,fortis,10.9,9.2
1975,28.794846102466337,1067.1652072837394,1/5/1975 6:16,818,fortis,10.2,9
1975,21.13587392731214,762.8576633664064,6/3/1975 14:53,818,fortis,10.2,9
1975,23.815906966299956,1141.4405071407987,4/18/1975 9:28,819,fortis,10.4,9.2
1975,22.573182260854484,1564.6073489425103,6/26/1975 21:42,820,fortis,11,9.5
1975,25.409370696931614,1403.6260138464934,7/30/1975 2:25,821,fortis,10.7,9.2
1975,36.573292833367546,1477.955987991819,1/16/1975 22:06,822,fortis,11.1,9.7
1975,15.66367403704126,846.6352970706445,2/14/1975 18:33,823,fortis,10.8,9.1
1975,28.43130095187257,703.1185539224257,7/23/1975 8:17,824,fortis,10.9,9.4
1975,16.936420644051744,962.2639239701056,5/5/1975 21:54,825,fortis,9.9,8.6
1975,22.640340671052833,1016.7174736866084,9/23/1975 10:03,826,fortis,11.8,9.8
1975,30.444752984836832,1328.2574555412846,8/26/1975 10:25,827,fortis,9.7,8
1975,25.321400095477316,492.2606110855542,11/4/1975 19:11,828,fortis,11.9,10.4
1975,19.61127611035347,1458.865095838184,9/10/1975 1:37,829,fortis,9.6,8.1
1975,21.42348145370016,952.5976304263032,6/6/1975 11:52,830,fortis,10.9,9.9
1975,28.39798874467338,871.935679,9/2/1975 23:02,831,fortis,10.2,8.6
1975,21.34816684141432,696.3686874219497,4/11/1975 5:43,891,fortis,9.9,8
1975,26.082292947909874,503.5429984402692,4/22/1975 11:57,892,fortis,11.3,9
1975,25.22785919951907,1246.9511751885743,10/15/1975 4:34,893,fortis,10.9,9.7
1975,21.741998261970913,1021.9953901565211,6/12/1975 11:55,894,fortis,9.8,8.1
1975,35.719720446626624,613.0117300776839,10/18/1975 14:39,895,fortis,10.3,8.8
1975,28.169595111590056,611.4763683809151,10/27/1975 8:40,896,fortis,8.8,7.5
1975,14.874287066711965,899.2645902129616,11/9/1975 3:39,897,fortis,11.6,10.2
1975,25.93227157384714,1500.7064575868178,11/30/1975 15:43,898,fortis,9.9,8.2
1975,21.69106767615806,922.1225945909185,6/6/1975 21:05,899,fortis,9.9,8.6
1975,29.26216667398112,549.0571140645682,4/27/1975 1:37,900,fortis,9.9,8.7
1975,21.037396307836495,926.2770807742168,7/31/1975 22:05,902,fortis,10.4,8.6
1975,24.426317792665504,918.1829290756989,5/16/1975 2:33,903,fortis,11.2,9.9
1975,27.524936394902287,190.9340071175285,8/7/1975 18:59,904,fortis,10.8,9.5
1975,29.328775970850607,983.7115400446563,9/14/1975 19:59,905,fortis,9.9,8.4
1975,18.998517964721117,930.7196409373967,9/8/1975 13:54,906,fortis,9.9,8.7
1975,23.327493820795258,1208.8619094440255,5/17/1975 8:05,907,fortis,10.2,8.2
1975,22.62527344419522,1554.6868284836037,3/2/1975 17:41,908,fortis,10.4,9.2
1975,21.73335383713144,1337.9695088643273,6/6/1975 17:06,909,fortis,9.4,8.2
1975,33.82727120140548,919.3333928335509,2/21/1975 21:42,910,fortis,10.2,9.2
1975,27.024908554804778,668.0422273774989,11/20/1975 23:53,911,fortis,11,9.3
1975,18.695580228324772,1772.0079409749583,5/6/1975 21:35,912,fortis,10.6,8.9
1975,29.58930973527388,1017.7655302043465,2/26/1975 5:21,913,fortis,10.5,9
1975,35.610780985063165,1004.1787875738838,1/10/1975 6:18,914,fortis,10.4,9.1
1975,30.162326302755734,992.7624739,8/24/1975 1:54,915,fortis,10.2,8.8
1975,17.403150170229935,1059.4254282303564,8/20/1975 19:58,917,fortis,10.2,8.8
1975,22.578829635668743,956.6918764228172,5/4/1975 23:31,919,fortis,11,9.6
1975,31.334555745933113,827.9013979359291,1/27/1975 2:28,921,fortis,11.1,10.2
1975,21.461652671906094,835.9423176278824,5/30/1975 2:31,922,fortis,9.7,8.2
1975,27.219097140731144,990.1740189352005,4/24/1975 6:47,923,fortis,10.5,8.9
1975,28.873170267146683,836.9725686598705,9/4/1975 11:19,924,fortis,10.9,9
1975,20.365347642109583,786.1462651968507,8/9/1975 12:05,925,fortis,10.7,8.8
1975,24.70237322,1031.929068307569,5/13/1975 17:05,926,fortis,11,9.9
1975,8.793663299654636,923.5068347737434,3/21/1975 7:30,927,fortis,10.9,9.3
1975,19.878061793328552,1451.1978965748067,12/26/1975 15:28,928,fortis,11.2,9.9
1975,23.73715924,204.70905748209645,6/15/1975 6:09,929,fortis,11.5,9.5
1975,18.761084090175753,1327.4520555767385,9/8/1975 12:45,930,fortis,10.8,10
1975,33.16205651965818,1373.8255577492887,2/21/1975 3:52,931,fortis,10.2,8.9
1975,17.849293110196836,377.98293027755517,6/26/1975 18:06,932,fortis,11,9.8
1975,22.799777566515083,897.1937217758954,1/11/1975 0:33,933,fortis,10.9,9.9
1975,25.653702886430455,888.5677402012626,7/3/1975 23:39,934,fortis,10.5,8.7
1975,32.20636644533058,577.7464915846537,12/17/1975 21:39,936,fortis,10.8,9.2
1975,17.82068924,766.6549937227373,5/20/1975 20:25,941,fortis,9.8,8.2
1975,30.815818760774796,666.8272463602514,1/15/1975 4:40,942,fortis,9.7,7.9
1975,25.051165305097935,1525.6811330270868,1/12/1975 6:25,943,fortis,10.3,9.1
1975,20.092456744760245,1280.7035179442382,5/22/1975 5:27,944,fortis,10.3,8.3
1975,27.310517371316354,1381.4665284982475,2/28/1975 5:58,944,fortis,10.3,8.3
1975,25.99529847786735,1216.5016192129706,1/9/1975 12:00,945,fortis,11.6,10.8
1975,21.998915614206027,661.2844686348312,10/3/1975 6:16,945,fortis,11.6,10.8
1975,25.349010424950094,842.6439201160679,6/16/1975 21:39,951,fortis,10.9,9.9
1975,23.07343202,1146.8123683683755,4/16/1975 6:50,952,fortis,10.6,9
1975,25.56758672625624,633.3616573324164,11/24/1975 15:07,954,fortis,11.5,9.3
1975,28.310653372605234,1213.8995290517164,2/12/1975 6:35,991,fortis,10.8,9.6
1975,32.93008408072676,927.9023805525595,12/14/1975 22:54,1040,fortis,10.83,9.3
1975,18.810922505865754,887.5537577351207,4/25/1975 6:48,1368,fortis,11.73,10.2
1975,35.665166873281336,1213.2879904610475,11/20/1975 9:05,1420,fortis,10.23,8.6
1975,15.239561002387491,1133.278993445812,8/8/1975 11:18,1433,fortis,11.83,10.98
1975,24.241074524822082,891.7101502542761,10/28/1975 22:06,1560,fortis,11.43,10.28
1975,27.941586032422883,1347.7989410092744,12/25/1975 4:20,1581,fortis,10.73,9.6
1975,26.404959338675162,675.6810017200307,4/15/1975 23:30,1770,fortis,10.33,9.28
1975,21.88650240089703,1184.780682083279,12/16/1975 20:28,1857,fortis,10.23,9.5
1975,23.959388748213623,1177.930377390515,5/22/1975 18:30,1860,fortis,11.53,9.4
1975,22.534995326705836,907.1360682058029,5/21/1975 7:49,1884,fortis,11.03,9.15
1975,22.053176215278942,1097.8399066726354,5/4/1975 21:37,2102,fortis,11.73,9.8
1975,29.248010485105123,624.6659270844091,7/17/1975 1:44,2105,fortis,10.53,9.35
1975,26.785077429825236,1277.2081057620703,2/26/1975 2:36,2220,fortis,9.93,8.5
1975,21.535452023696728,944.5293590671033,7/21/1975 13:13,2381,fortis,11.23,10.5
1975,29.497999377166252,843.1830938442881,7/17/1975 4:19,2482,fortis,9.83,8.5
1975,26.536497604383047,1314.7027677510669,10/5/1975 7:58,2939,fortis,9.63,8.31
1975,29.06431059,788.6968928371722,10/31/1975 10:45,2955,fortis,10.6,9.9
1975,28.14814420961806,577.4616110909321,6/10/1975 7:41,2974,fortis,11.88,10.36
1975,20.855024945389637,533.0112479,4/21/1975 1:10,3642,fortis,11.03,10.28
1975,22.199094799015153,1181.8029854036918,4/5/1975 9:32,8016,fortis,10.73,8.9
1975,28.736468025616308,615.8711942511151,3/12/1975 20:14,8020,fortis,10.13,8.7
1975,28.051851327167324,1526.4382545953094,1/21/1975 23:36,20139,fortis,10.15,9.15
1975,24.89549203017926,375.4211776348834,5/5/1975 15:37,20165,fortis,10.85,10.35
1975,25.58663691654391,1508.9369104870116,4/9/1975 8:53,20166,fortis,10.95,8.85
1975,31.388324478942124,1063.3052401607856,12/18/1975 18:37,20168,fortis,9.85,8.55
1975,22.04214305582085,970.9860664388823,7/23/1975 0:08,20204,fortis,10.25,8.95
1975,27.735486905850188,836.524274,5/7/1975 9:48,20238,fortis,11.75,10.75
1975,23.98903673783053,1119.7408343056213,7/31/1975 6:57,20267,fortis,10.95,10.05
1975,23.91159398,988.7095892725455,2/20/1975 16:01,20273,fortis,10.95,10.15
1975,30.49388425993595,1330.9905646049565,6/11/1975 15:09,20283,fortis,10.55,8.45
1975,29.12708174494015,1034.2682945986119,8/16/1975 22:46,20285,fortis,9.65,8.85
1975,29.067548180003193,1045.0905284385633,6/27/1975 23:00,20286,fortis,11.45,10.25
1975,31.527394035771646,890.9163363358432,5/27/1975 5:56,20293,fortis,10.25,9.75
1975,25.105019208163796,982.9163128836798,12/28/1975 18:15,20298,fortis,10.05,8.95
1975,28.40976485647482,1092.3405306676177,11/17/1975 10:25,302,scandens,13.9,8.4
